201210257565488|L001-01|Мектепке чейинки билим беруу мекемелерине медициналык каражаттарды алуу|100 220|с/у Зулпуев|<span>Условие поставки</span>
201210257516140|L001-01|Покупка огнетушителей для школ и детских садиков с/у Кызыл-Кыштак|57 000|с/у Кызыл-Кыштак|<span>Условие поставки</span>
201202255715827|L001-01|Приобретение угля|39 600|Тогуз-Тороузкий район с. Казарман. ул.Т.Кожалиева 71|<span>Условие поставки</span>|в течении 7 дней после подписания договора
201202255715827|L002-01|Приобретение угля|39 000|г.Ноокат ул.Абдуллаева 114|<span>Условие поставки</span>|в течении 7 дней после подписания договора
201202255715827|L003-01|Приобретение угля|33 000|г.Кемин, ул.Бейшекеева 7|<span>Условие поставки</span>|в течении 7 дней после подписания договора
201202255715827|L004-01|Приобретение угля|32 500|Чон-алайский район с.Дароот-Коргон ул.Сулайманова 68|<span>Условие поставки</span>|в течении 7 дней после подписания договора
201202255715827|L005-01|Приобретение дров|7 000|г.Кемин, ул.Бейшекеева 7|<span>Условие поставки</span>|в течении 7 дней после подписания договора
201202255715827|L006-01|Приобретение дров|7 000|Тогуз-Тороузкий район с. Казарман. ул.Т.Кожалиева 71|<span>Условие поставки</span>|в течении 7 дней после подписания договора
201202255715827|L007-01|Приобретение дров|3 500|Чон-алайский район с.Дароот-Коргон ул.Сулайманова 68|<span>Условие поставки</span>|в течении 7 дней после подписания договора
201202255715827|L008-01|Приобретение дров|3 500|г.Ноокат ул.Абдуллаева 114|<span>Условие поставки</span>|в течении 7 дней после подписания договора
201202255567372|L001-01|Ремонтные услуги автомашины УАЗ-39629 Скорая помощь|26 400|Жалал-Абадская обл. Ноокенский район село Масы ул.К.султанова №103 Ноокен ЦСМ|"
"|
201202255900015|L001-01|Услуги по вулканизации|10 000|Иссыккульская область г.Каракол ул. Жамансариева №161|"
"|
201202255936559|L001-01|Прихожая|10 000|г.Таш-Кумыр ул.Ш.Сыдыков 24|<span>Условие поставки</span>|В ТЕЧЕНИИ 3-х ДНЕЙ, ПОСЛЕ ПОДПИСАНИЯ ДОГОВОРА СТОРОНАМИ.
201202255939869|L001-01|Кондиционер|60 000|Сузакский р-н, с. Сузак, ул. Л.Ахмедова-14|<span>Условие поставки</span>|в течение недели 
201202255769943|L001-01|Приобретение персонального компьютера в комплекте|21 300|г.Бишкек 6 мкр. СШ № 39|<span>Условие поставки</span>|в течении 3 рабочих дней
201202255932224|L001-01|Изготовление сертификатов|2 100|г. Кара- Балта ул. Кожомбердиева 95.|"
"|
201202255697454|L001-01|Услуги инженер-сметчика.|150 000|с. Новопавловка Новопавловский айылный аймак.|"
"|
201202255697454|L002-01|Услуги специалиста по инжиниринговым услугам в сфере строительства (технадзор).|200 000|с. Новопавловка Новопавловский айылный аймак.|"
"|
201202255931944|L001-01|Услуга регистрации домена www.elicense.kg|0|г. Бишкек, пр.Чуй, 106|"
"|
201202255934496|L001-01|Завершение работ по устройства водоснабжения и обустройства водозабора села Новопавловка Новопавловского айылного аймака.|1 308 576|с. Новопавловка Новопавловский айылный аймак|"
"|
201202255753474|L001-01|Новогодняя елка|160 000|г.Шопоков|<span>Условие поставки</span>|В течении 2 дней со дня подписания договора
201202255937354|L001-01|приобретение зимних шин-липучек для служебного авто|16 000|с.Тамчы исык-кульский район|<span>Условие поставки</span>|в течении 3 календарных дней после обьявления итого конкурса
201202255878207|L001-01|Жер балоо|3 000|Чон-Алай району Кашка-Суу айыл аймагы Кашка-Суу айылы|"
"|
201202255899749|L001-01|Закупка услуг технадзора|10 000|Ысык-Атинский район с.Ивановка ул Фурманова 34|"
"|
201202255926655|L001-01|Торук бала бакчанын электр энергиясына керектелүүчү материалдар|0|Кош-Дөбө айыл өкмөтү|<span>Условие поставки</span>|Келишим түзүлгөндөн кийин 2 күндүн ичинде
201202255930144|L001-01|настольный компьютер|29 000|с. Нижне-Чуйск ул. Фрунзе|<span>Условие поставки</span>|в течении 10 дней
201202255930144|L002-01|стабилизатор электроэнергии для офисного комьютера|30 000|с. Нижне-Чуйск ул. Южная|<span>Условие поставки</span>|в течении 10 дней после заключения договора
201202255930144|L003-01|офисный шкаф|9 000|с. Нижне-Чуйск ул. Фрунзе|<span>Условие поставки</span>|в течении 10 дней после заключения договора
201202255953846|L001-01|"ПОДПИСКА НА ГАЗЕТУ  ""КЫРГЫЗ ТУУСУ"" И ПОЧТОВАЯ УСЛУГА ПО ЕЕ ДОСТАВКЕ НА 1 ПОЛУГОДИЕ 2021 ГОДА"|1 032|Г.БИШКЕК, ПР.ЧУЙ, 106|"
"|
201202255956739|L001-01|Установка видеонаблюдения в квартале №31:(пер. Чувашский,пер.Печерский,пер.Кузнечный,ул.Куликовская,ул.Славянская)|239 100|г.Бишкек пер. Чувашский,пер.Печерский,пер.Кузнечный,ул.Куликовская,ул.Славянская|"
"|
201202255953846|L001-01|"ПОДПИСКА НА ГАЗЕТУ  ""КЫРГЫЗ ТУУСУ"" И ПОЧТОВАЯ УСЛУГА ПО ЕЕ ДОСТАВКЕ НА 1 ПОЛУГОДИЕ 2021 ГОДА"|1 032|Г.БИШКЕК, ПР.ЧУЙ, 106|"
"|
201202255956739|L001-01|Установка видеонаблюдения в квартале №31:(пер. Чувашский,пер.Печерский,пер.Кузнечный,ул.Куликовская,ул.Славянская)|239 100|г.Бишкек пер. Чувашский,пер.Печерский,пер.Кузнечный,ул.Куликовская,ул.Славянская|"
"|
201202255930308|L001-01|Персональный компьютер в сборе|40 000|г.Балыкчы ул.Жакыпова,78|<span>Условие поставки</span>|5 рабочих дней
201202255930308|L002-01|Лазерный компьютерный принтер|11 000|г.Балыкчы ул.Жакыпова,78|<span>Условие поставки</span>|5 рабочих дней
201202255930308|L003-01|Источник бесперебойного питания|4 000|г.Балыкчы ул.Жакыпова,78|<span>Условие поставки</span>|5 рабочих дней
201202255939517|L001-01|Приобретение и установка камер видео наблюдения|300 000|Иссык-Кульская область, Ак-Суйский район, село Жыргалан, ул.Школьная бн|<span>Условие поставки</span>|4-й квартал 2020 года
201202255938179|L001-01|Аренда спортивного зала для ЧКР по дзюдо|0|г.Бишкек|"
"|
201202255950384|L001-01|уголь|75 000|Нарынская обл, Ак-Талинская район Ак-Талинский ЦСМ|<span>Условие поставки</span>|После заключения договора в течении 3 дней.
201202255939815|L001-01|Одеяло армейское полушерстяное |500 500|г. Бишкек, ул. Медерова, 94|<span>Условие поставки</span>|3 календарных дней со дня подписания договора
201202255856437|L001-01|Бензин АИ-92|570 000|Ошская область Чон-Алайский район село Дароот-Коргон улица Ч. Сулайманова №61|<span>Условие поставки</span>|Оптом эмес Чон-Алай ЖДПБнун талонунун негизинде куну-туну 24 саат Чон-Алай ЖДПБнун автоунааларын камсыз кылуусу керек.
201202255856437|L002-01|Диз топливо |304 000|Ошская область Чон-Алайский район село Дароот-Коргон улица Ч. Сулайманова №61|<span>Условие поставки</span>|Оптом эмес Чон-Алай ЖДПБнун талонунун негизинде куну-туну 24 саат Чон-Алай ЖДПБнун автоунааларын камсыз кылуусу керек.
201202255856437|L003-01|Дизельное масло|45 000|Ошская область Чон-Алайский район село Дароот-Коргон улица Ч. Сулайманова №61|<span>Условие поставки</span>|По заявкам Чон-Алай ЦОВП После заключения договора. 
201202255749748|L001-01|Покупка авто запчасти |11 800|г.Кочкор-Ата ул.Тургенова 47А|<span>Условие поставки</span>|После подписание договора течение 3 дней
201202255884066|L001-01|Приобретение материалов для наглядного оформления города к праздничным мероприятиям|69 762|г.Кызыл-Кыя, ул.Масалиева-60|"
"|
201202255952567|L001-01|Противопожарное оборудование и средства защиты|13 200|Чуйский район с.Бурана|<span>Условие поставки</span>|после заключения договора
201202255948248|L001-01|Закупка оргтехники ПК с принтером 3/1 и кондиционер 35кв/м|92 000|Таш-Булак а\о|<span>Условие поставки</span>|7 дней 
201202254960830|L001-01|Конвектор|18 000|Нарынская область, с. Кочкор, ул. Исакеева 75, Кочкорский РЭС|<span>Условие поставки</span>|После заключения договора в течении 2 рабочих дней
201202254960830|L002-01|Перфоратор|8 000|Нарынская область, г. Нарын, ул. Иссыккульская 2|<span>Условие поставки</span>|После заключения договора в течении 2 рабочих дней
201202255881301|L001-01|Приобретение средств индивидуальный защиты  |64 900|г.Ноокат, ул.Ошская 83|<span>Условие поставки</span>|По заявке 
201202255617394|L001-01|Жийде айылынын чыгыш тарабына монумент куруу |1 500 000|Көк-Жар айыл аймагы Ноокат району|"
"|
201202255921940|L001-01|Продукты для питание школьников.|0|Село Гульча ул. М.Кадыров 10|<span>Условие поставки</span>|После заключение договора в течение 3 календарных дней 
201202255937568|L001-01|Нетканое полотно|38 475|г. Кызыл-Кыя ул. Ленина 3|<span>Условие поставки</span>|В течении 5 дней со дня подписание договора
201202255937568|L002-01|Чистящий порошок|9 100|г. Кызыл-Кыя ул. Ленина 3|<span>Условие поставки</span>|В течении 5 дней со дня подписание договора
201202255937568|L003-01|Жидкое мыло|57 600|г. Кызыл-Кыя ул. Ленина 3|<span>Условие поставки</span>|В течении 5 дней со дня подписание договора
201202255937568|L004-01|Хозяйственное мыло|16 757|г. Кызыл-Кыя ул. Ленина 3|<span>Условие поставки</span>|В течении 5 дней со дня подписание договора
201202255937568|L005-01|Стеклоочиститель|4 300|г. Кызыл-Кыя ул. Ленина 3|<span>Условие поставки</span>|В течении 5 дней со дня подписание договора
201202255937568|L006-01|Стиральный порошок|66 000|г. Кызыл-Кыя ул. Ленина 3|<span>Условие поставки</span>|В течении 5 дней со дня подписание договора
201202255937568|L007-01|Пакеты под мусор|9 275|г. Кызыл-Кыя ул. Ленина 3|<span>Условие поставки</span>|В течении 5 дней со дня подписание договора
201202255924886|L001-01|"	
КОМПЬЮТЕРНОЕ И ПРИНТЕРНОЕ ОБСЛУЖИВАНИЕ"|61 300|Село Базар-коргон ул. Аралоы Э. №1|"
"|
201202255949225|L001-01|GPS навигатор|60 000|г Каракол Коенкозова 14|<span>Условие поставки</span>|после заключения договора
201202255099680|L001-01|Электрический водогрейный котел.|273 392|г. Таш-Кумыр, пос. Шамалды-Сай, склад №2 КТК ГЭС.|<span>Условие поставки</span>|В течении 30 рабочих дней со дня подписания договора.
201202255099680|L002-01|Запасные части котла.|174 496|г. Таш-Кумыр, пос. Шамалды-Сай, склад №2 КТК ГЭС.|<span>Условие поставки</span>|В течении 30 рабочих дней со дня подписания договра.
201202255885332|L001-01|покупка офисной мебели|23 850|Жумгальский район село Чаек ул. Э.Сапарбекова 99|<span>Условие поставки</span>|после подписания договора в течение 10 календарных дней
201202255885332|L002-01|покупка колючей проволки для ограждения|1 950|Жумгальский район село Чаек ул.Э.Сапарбекова № 99|<span>Условие поставки</span>|после подписания договора в течение десять календарных  дней
201202255860443|L001-01|ремонт кровля помещении|632 135|г.ош|<span>Условие поставки</span>|31.12.2020
201202255848033|L001-01|"Установка металлического контейнера с утеплением для кухни в территории общество ""Тазалык"" г.Кочкор-Ата"|514 599|г.Кочкор-Ата ул.Тургенова 47А|"
"|
201202255701261|L001-01|Приобретение услуги по изготовлению еженедельников, ежедневников|79 500|город Бишкек, проспект Чуй 166, до склада мэрии города Бишкек|<span>Условие поставки</span>|в течении недели после утверждения и заключения договора
201202255701261|L002-01|Приобретение фоторамок формата А4,туалетной бумаги|111 600|город Бишкек, проспект Чуй 166, до склада мэрии города Бишкек|<span>Условие поставки</span>|в течении 3х дней после согласования товара и заключения договора
201202255701261|L003-01|Приобретение жалюзей|57 600|город Бишкек, проспект Чуй 166,по согласованию с Заказчиком|<span>Условие поставки</span>|в течении недели после заключения договора
201202255945331|L001-01|электр жабдыктар|20 300|Кош-Дөбө айыл өкмөтү|<span>Условие поставки</span>|Келишим түзүлгөндөн кийин 2 күндүн ичинде
201202255947690|L001-01|Компьютерные услуги, замена и заправка картриджей|6 400|Чуйский район с.Бурана|"
"|
201202255932574|L001-01|художественные реквизиты для проведения и оформления финала республиканского конкурса и организации съемки на ТВ|20 120|г.Бишкек, ул.Московская, 53|<span>Условие поставки</span>|с 4 по 7 декабря 2020 года
201202255942820|L001-01|покупка материалов для ремонта электрического котела|63 800|Нарынской области Ак Талинского района С Баетова ул Ашырбай кызы Зина ,22|<span>Условие поставки</span>|в течении 1-2 дней  с момента заключении договора
201202255732815|L001-01|Хозяйственные товары|467 750|г.Ош ул.Исанова|<span>Условие поставки</span>|после заключение договора 7 дней
201202255732815|L002-01|Хозяйственные товары 2|310 550|г.Ош ул.Исанова|<span>Условие поставки</span>|после заключение договора 7 дней
201202255732815|L003-01|Хозяйственные товары 3|341 150|г.Ош ул.Исанова|<span>Условие поставки</span>|после заключение договора 7 дней
201202255881536|L001-01|Услуга  испытание КПД  котлов|260 000|Иссык-Кульская область г.Каракол ул.Жапарова 66|"
"|
201202255823909|L001-01|инвентарь |80 000|г.Каракол, ул.Жусаева 156|<span>Условие поставки</span>|после заключения договора 
201202255940032|L001-01|услуги по изготовление наградного медальон |1 000|Нарынской область Ак-Талинской район Кок-Жарского айылного аймак село Ак-Кыя ул Кубатаалы №63|<span>Условие поставки</span>|4 квартал 2020 год 
201202255933992|L001-01|компьютер комплекте |25 000|г.Каракол ул.Тюпская 2|<span>Условие поставки</span>|в течении 3 дней со дня подписание договора.
201202255933992|L002-01|Телевизор|24 000|г.Каракол ул.Тюпская 2|<span>Условие поставки</span>|в течении 3 дней со дня подписание договора.
201202255932642|L001-01|строительные товары|0|Иссык-Кульская обл.ак-Суйский район с. Боз-Учук сш.им. М.Чокуева|<span>Условие поставки</span>|по мере финансирование
201202255715827|L001-01|Приобретение угля|39 600|Тогуз-Тороузкий район с. Казарман. ул.Т.Кожалиева 71|<span>Условие поставки</span>|в течении 7 дней после подписания договора
201202255715827|L002-01|Приобретение угля|39 000|г.Ноокат ул.Абдуллаева 114|<span>Условие поставки</span>|в течении 7 дней после подписания договора
201202255715827|L003-01|Приобретение угля|33 000|г.Кемин, ул.Бейшекеева 7|<span>Условие поставки</span>|в течении 7 дней после подписания договора
201202255715827|L004-01|Приобретение угля|32 500|Чон-алайский район с.Дароот-Коргон ул.Сулайманова 68|<span>Условие поставки</span>|в течении 7 дней после подписания договора
201202255715827|L005-01|Приобретение дров|7 000|г.Кемин, ул.Бейшекеева 7|<span>Условие поставки</span>|в течении 7 дней после подписания договора
201202255715827|L006-01|Приобретение дров|7 000|Тогуз-Тороузкий район с. Казарман. ул.Т.Кожалиева 71|<span>Условие поставки</span>|в течении 7 дней после подписания договора
201202255715827|L007-01|Приобретение дров|3 500|Чон-алайский район с.Дароот-Коргон ул.Сулайманова 68|<span>Условие поставки</span>|в течении 7 дней после подписания договора
201202255715827|L008-01|Приобретение дров|3 500|г.Ноокат ул.Абдуллаева 114|<span>Условие поставки</span>|в течении 7 дней после подписания договора
201202255567372|L001-01|Ремонтные услуги автомашины УАЗ-39629 Скорая помощь|26 400|Жалал-Абадская обл. Ноокенский район село Масы ул.К.султанова №103 Ноокен ЦСМ|"
"|
201202255900015|L001-01|Услуги по вулканизации|10 000|Иссыккульская область г.Каракол ул. Жамансариева №161|"
"|
201202255936559|L001-01|Прихожая|10 000|г.Таш-Кумыр ул.Ш.Сыдыков 24|<span>Условие поставки</span>|В ТЕЧЕНИИ 3-х ДНЕЙ, ПОСЛЕ ПОДПИСАНИЯ ДОГОВОРА СТОРОНАМИ.
201202255939869|L001-01|Кондиционер|60 000|Сузакский р-н, с. Сузак, ул. Л.Ахмедова-14|<span>Условие поставки</span>|в течение недели 
201202255769943|L001-01|Приобретение персонального компьютера в комплекте|21 300|г.Бишкек 6 мкр. СШ № 39|<span>Условие поставки</span>|в течении 3 рабочих дней
201202255932224|L001-01|Изготовление сертификатов|2 100|г. Кара- Балта ул. Кожомбердиева 95.|"
"|
201202255697454|L001-01|Услуги инженер-сметчика.|150 000|с. Новопавловка Новопавловский айылный аймак.|"
"|
201202255697454|L002-01|Услуги специалиста по инжиниринговым услугам в сфере строительства (технадзор).|200 000|с. Новопавловка Новопавловский айылный аймак.|"
"|
201202255931944|L001-01|Услуга регистрации домена www.elicense.kg|0|г. Бишкек, пр.Чуй, 106|"
"|
201202255934496|L001-01|Завершение работ по устройства водоснабжения и обустройства водозабора села Новопавловка Новопавловского айылного аймака.|1 308 576|с. Новопавловка Новопавловский айылный аймак|"
"|
201202255753474|L001-01|Новогодняя елка|160 000|г.Шопоков|<span>Условие поставки</span>|В течении 2 дней со дня подписания договора
201202255937354|L001-01|приобретение зимних шин-липучек для служебного авто|16 000|с.Тамчы исык-кульский район|<span>Условие поставки</span>|в течении 3 календарных дней после обьявления итого конкурса
201202255878207|L001-01|Жер балоо|3 000|Чон-Алай району Кашка-Суу айыл аймагы Кашка-Суу айылы|"
"|
201202255899749|L001-01|Закупка услуг технадзора|10 000|Ысык-Атинский район с.Ивановка ул Фурманова 34|"
"|
201202255926655|L001-01|Торук бала бакчанын электр энергиясына керектелүүчү материалдар|0|Кош-Дөбө айыл өкмөтү|<span>Условие поставки</span>|Келишим түзүлгөндөн кийин 2 күндүн ичинде
201202255930144|L001-01|настольный компьютер|29 000|с. Нижне-Чуйск ул. Фрунзе|<span>Условие поставки</span>|в течении 10 дней
201202255930144|L002-01|стабилизатор электроэнергии для офисного комьютера|30 000|с. Нижне-Чуйск ул. Южная|<span>Условие поставки</span>|в течении 10 дней после заключения договора
201202255930144|L003-01|офисный шкаф|9 000|с. Нижне-Чуйск ул. Фрунзе|<span>Условие поставки</span>|в течении 10 дней после заключения договора
201202255960373|L001-01|Материалы для систем канализации.|60 225|Жалал-Абад водоканал ул.Стрелковая 1а.|<span>Условие поставки</span>|5 дней.
201202255805262|L001-01|Ремонт оборудования |50 000|с.Беловодское,ул.Ленина,94 а|"
"|
201202255451671|L001-01|"Установка видеокамеры для дет.садика имени ""Суйн апа"""|30 214|с.Боо-Терек ул Ч.Сатаев №143|"
"|
201202255958221|L001-01|Засыпка горного грунта с.Май, Манасского района|543 000|с.Май|"
"|
201202255953846|L001-01|"ПОДПИСКА НА ГАЗЕТУ  ""КЫРГЫЗ ТУУСУ"" И ПОЧТОВАЯ УСЛУГА ПО ЕЕ ДОСТАВКЕ НА 1 ПОЛУГОДИЕ 2021 ГОДА"|1 032|Г.БИШКЕК, ПР.ЧУЙ, 106|"
"|
201202255956739|L001-01|Установка видеонаблюдения в квартале №31:(пер. Чувашский,пер.Печерский,пер.Кузнечный,ул.Куликовская,ул.Славянская)|239 100|г.Бишкек пер. Чувашский,пер.Печерский,пер.Кузнечный,ул.Куликовская,ул.Славянская|"
"|
201202255930308|L001-01|Персональный компьютер в сборе|40 000|г.Балыкчы ул.Жакыпова,78|<span>Условие поставки</span>|5 рабочих дней
201202255930308|L002-01|Лазерный компьютерный принтер|11 000|г.Балыкчы ул.Жакыпова,78|<span>Условие поставки</span>|5 рабочих дней
201202255930308|L003-01|Источник бесперебойного питания|4 000|г.Балыкчы ул.Жакыпова,78|<span>Условие поставки</span>|5 рабочих дней
201202255939517|L001-01|Приобретение и установка камер видео наблюдения|300 000|Иссык-Кульская область, Ак-Суйский район, село Жыргалан, ул.Школьная бн|<span>Условие поставки</span>|4-й квартал 2020 года
201202255938179|L001-01|Аренда спортивного зала для ЧКР по дзюдо|0|г.Бишкек|"
"|
201202255950384|L001-01|уголь|75 000|Нарынская обл, Ак-Талинская район Ак-Талинский ЦСМ|<span>Условие поставки</span>|После заключения договора в течении 3 дней.
201202255939815|L001-01|Одеяло армейское полушерстяное |500 500|г. Бишкек, ул. Медерова, 94|<span>Условие поставки</span>|3 календарных дней со дня подписания договора
201202255856437|L001-01|Бензин АИ-92|570 000|Ошская область Чон-Алайский район село Дароот-Коргон улица Ч. Сулайманова №61|<span>Условие поставки</span>|Оптом эмес Чон-Алай ЖДПБнун талонунун негизинде куну-туну 24 саат Чон-Алай ЖДПБнун автоунааларын камсыз кылуусу керек.
201202255856437|L002-01|Диз топливо |304 000|Ошская область Чон-Алайский район село Дароот-Коргон улица Ч. Сулайманова №61|<span>Условие поставки</span>|Оптом эмес Чон-Алай ЖДПБнун талонунун негизинде куну-туну 24 саат Чон-Алай ЖДПБнун автоунааларын камсыз кылуусу керек.
201202255856437|L003-01|Дизельное масло|45 000|Ошская область Чон-Алайский район село Дароот-Коргон улица Ч. Сулайманова №61|<span>Условие поставки</span>|По заявкам Чон-Алай ЦОВП После заключения договора. 
201202255749748|L001-01|Покупка авто запчасти |11 800|г.Кочкор-Ата ул.Тургенова 47А|<span>Условие поставки</span>|После подписание договора течение 3 дней
201202255884066|L001-01|Приобретение материалов для наглядного оформления города к праздничным мероприятиям|69 762|г.Кызыл-Кыя, ул.Масалиева-60|"
"|
201202255952567|L001-01|Противопожарное оборудование и средства защиты|13 200|Чуйский район с.Бурана|<span>Условие поставки</span>|после заключения договора
201202255948248|L001-01|Закупка оргтехники ПК с принтером 3/1 и кондиционер 35кв/м|92 000|Таш-Булак а\о|<span>Условие поставки</span>|7 дней 
201202254960830|L001-01|Конвектор|18 000|Нарынская область, с. Кочкор, ул. Исакеева 75, Кочкорский РЭС|<span>Условие поставки</span>|После заключения договора в течении 2 рабочих дней
201202254960830|L002-01|Перфоратор|8 000|Нарынская область, г. Нарын, ул. Иссыккульская 2|<span>Условие поставки</span>|После заключения договора в течении 2 рабочих дней
201202255881301|L001-01|Приобретение средств индивидуальный защиты  |64 900|г.Ноокат, ул.Ошская 83|<span>Условие поставки</span>|По заявке 
201202255617394|L001-01|Жийде айылынын чыгыш тарабына монумент куруу |1 500 000|Көк-Жар айыл аймагы Ноокат району|"
"|
201202255921940|L001-01|Продукты для питание школьников.|0|Село Гульча ул. М.Кадыров 10|<span>Условие поставки</span>|После заключение договора в течение 3 календарных дней 
201202255937568|L001-01|Нетканое полотно|38 475|г. Кызыл-Кыя ул. Ленина 3|<span>Условие поставки</span>|В течении 5 дней со дня подписание договора
201202255937568|L002-01|Чистящий порошок|9 100|г. Кызыл-Кыя ул. Ленина 3|<span>Условие поставки</span>|В течении 5 дней со дня подписание договора
201202255937568|L003-01|Жидкое мыло|57 600|г. Кызыл-Кыя ул. Ленина 3|<span>Условие поставки</span>|В течении 5 дней со дня подписание договора
201202255937568|L004-01|Хозяйственное мыло|16 757|г. Кызыл-Кыя ул. Ленина 3|<span>Условие поставки</span>|В течении 5 дней со дня подписание договора
201202255937568|L005-01|Стеклоочиститель|4 300|г. Кызыл-Кыя ул. Ленина 3|<span>Условие поставки</span>|В течении 5 дней со дня подписание договора
201202255937568|L006-01|Стиральный порошок|66 000|г. Кызыл-Кыя ул. Ленина 3|<span>Условие поставки</span>|В течении 5 дней со дня подписание договора
201202255937568|L007-01|Пакеты под мусор|9 275|г. Кызыл-Кыя ул. Ленина 3|<span>Условие поставки</span>|В течении 5 дней со дня подписание договора
201202255924886|L001-01|"	
КОМПЬЮТЕРНОЕ И ПРИНТЕРНОЕ ОБСЛУЖИВАНИЕ"|61 300|Село Базар-коргон ул. Аралоы Э. №1|"
"|
201202255949225|L001-01|GPS навигатор|60 000|г Каракол Коенкозова 14|<span>Условие поставки</span>|после заключения договора
201202255099680|L001-01|Электрический водогрейный котел.|273 392|г. Таш-Кумыр, пос. Шамалды-Сай, склад №2 КТК ГЭС.|<span>Условие поставки</span>|В течении 30 рабочих дней со дня подписания договора.
201202255099680|L002-01|Запасные части котла.|174 496|г. Таш-Кумыр, пос. Шамалды-Сай, склад №2 КТК ГЭС.|<span>Условие поставки</span>|В течении 30 рабочих дней со дня подписания договра.
201202255885332|L001-01|покупка офисной мебели|23 850|Жумгальский район село Чаек ул. Э.Сапарбекова 99|<span>Условие поставки</span>|после подписания договора в течение 10 календарных дней
201202255885332|L002-01|покупка колючей проволки для ограждения|1 950|Жумгальский район село Чаек ул.Э.Сапарбекова № 99|<span>Условие поставки</span>|после подписания договора в течение десять календарных  дней
201202255860443|L001-01|ремонт кровля помещении|632 135|г.ош|<span>Условие поставки</span>|31.12.2020
201202255848033|L001-01|"Установка металлического контейнера с утеплением для кухни в территории общество ""Тазалык"" г.Кочкор-Ата"|514 599|г.Кочкор-Ата ул.Тургенова 47А|"
"|
201202255701261|L001-01|Приобретение услуги по изготовлению еженедельников, ежедневников|79 500|город Бишкек, проспект Чуй 166, до склада мэрии города Бишкек|<span>Условие поставки</span>|в течении недели после утверждения и заключения договора
201202255701261|L002-01|Приобретение фоторамок формата А4,туалетной бумаги|111 600|город Бишкек, проспект Чуй 166, до склада мэрии города Бишкек|<span>Условие поставки</span>|в течении 3х дней после согласования товара и заключения договора
201202255701261|L003-01|Приобретение жалюзей|57 600|город Бишкек, проспект Чуй 166,по согласованию с Заказчиком|<span>Условие поставки</span>|в течении недели после заключения договора
201202255945331|L001-01|электр жабдыктар|20 300|Кош-Дөбө айыл өкмөтү|<span>Условие поставки</span>|Келишим түзүлгөндөн кийин 2 күндүн ичинде
201202255947690|L001-01|Компьютерные услуги, замена и заправка картриджей|6 400|Чуйский район с.Бурана|"
"|
201202255932574|L001-01|художественные реквизиты для проведения и оформления финала республиканского конкурса и организации съемки на ТВ|20 120|г.Бишкек, ул.Московская, 53|<span>Условие поставки</span>|с 4 по 7 декабря 2020 года
201202255942820|L001-01|покупка материалов для ремонта электрического котела|63 800|Нарынской области Ак Талинского района С Баетова ул Ашырбай кызы Зина ,22|<span>Условие поставки</span>|в течении 1-2 дней  с момента заключении договора
201202255732815|L001-01|Хозяйственные товары|467 750|г.Ош ул.Исанова|<span>Условие поставки</span>|после заключение договора 7 дней
201202255732815|L002-01|Хозяйственные товары 2|310 550|г.Ош ул.Исанова|<span>Условие поставки</span>|после заключение договора 7 дней
201202255732815|L003-01|Хозяйственные товары 3|341 150|г.Ош ул.Исанова|<span>Условие поставки</span>|после заключение договора 7 дней
201202255881536|L001-01|Услуга  испытание КПД  котлов|260 000|Иссык-Кульская область г.Каракол ул.Жапарова 66|"
"|
201202255823909|L001-01|инвентарь |80 000|г.Каракол, ул.Жусаева 156|<span>Условие поставки</span>|после заключения договора 
201202255940032|L001-01|услуги по изготовление наградного медальон |1 000|Нарынской область Ак-Талинской район Кок-Жарского айылного аймак село Ак-Кыя ул Кубатаалы №63|<span>Условие поставки</span>|4 квартал 2020 год 
201202255933992|L001-01|компьютер комплекте |25 000|г.Каракол ул.Тюпская 2|<span>Условие поставки</span>|в течении 3 дней со дня подписание договора.
201202255933992|L002-01|Телевизор|24 000|г.Каракол ул.Тюпская 2|<span>Условие поставки</span>|в течении 3 дней со дня подписание договора.
200825241106870|L001-01|Лабораторная испытание и Ремонт ЭПЗ|0|Ноокен ТБ|"
"|
200825241136591|L001-01|краски и др строительный материалы |90 960|Сокулукский район село Первомайское Краснооктябрьская сш|<span>Условие поставки</span>|оп заявке заказчика в течении трех календарных дней 
200825241136591|L002-01|перчатки резиновые |460|Сокулукский район село Первомайское Краснооктябрьская сш|<span>Условие поставки</span>|по заявке заказчика в течении трех календарных дней 
200825241136591|L003-01|кисточки |2 480|Сокулукский район село Первомайское Краснооктябрьская сш|<span>Условие поставки</span>|по заявке заказчика в течении трех календарных дней
200825241136591|L004-01|филенка,  скотч|6 100|Сокулукский район село Первомайское Краснооктябрьская сш|<span>Условие поставки</span>|по заявке заказчика в течении трех календарных дней 
200825241134995|L001-01|Ремонт улиц|345 000|г.Шопоков|"
"|
200825241134482|L001-01|Покраска ФАП|150 000|г.Шопоков|"
"|
200825240638826|L001-01|Приобретение    медицинские  товары  |0|Баткенский района село Самаркандек Профессиональный лицей №34|<span>Условие поставки</span>|после подписание договора в течение 5 рабочий дней
200825240638826|L002-01|Приобретение  канцелярские товары  |21 110|Баткенский района село Самаркандек Профессиональный лицей №34|<span>Условие поставки</span>|после подписание договора в течение 5 рабочий дней
200825241130085|L001-01|щебень|17 130|г.Каракол, ул.Тынынстанова 47|<span>Условие поставки</span>|до заключения договора 
